Id,Sales
1,4162.7810979776
24825,4564.22818653345
5993,3579.81639407026
37665,4876.81689273407
18833,3656.23658934511
12841,5193.60624530795
19689,3364.66579000603
857,4368.17272166475
15409,4889.22871308304
38521,5530.26241291477
13697,5195.99195506465
7705,3715.5370610016
39377,5237.16274971608
20545,3621.53786304642
1713,4718.75387161227
16265,4363.38413768941
33385,4463.29830970404
27393,4807.09154997342
2569,5122.76271269355
40233,4965.20276111816
21401,4575.03209315302
35953,4481.05889534593
34241,4204.3172857017
3425,4269.38826487164
22257,3887.041951404
9417,3543.68473188662
30817,3665.71120519871
10273,4350.79265288494
35097,4414.92470386756
23113,4214.36347065091
4281,4207.522188017
14553,5724.60965806792
8561,4015.56886164664
29961,3401.8073541487
25681,4669.741969946
5137,3682.87484022558
23969,4416.04615383021
36809,4737.26866291526
17977,3522.60243893287
26537,5147.97740877359
11985,4718.44091674548
6849,3693.09280263565
17121,4055.68543032723
29105,3969.24771776102
32529,4033.60871423393
11129,4269.83742608458
31673,3627.86324339585
28249,4216.42504799861
23970,7569.73972146969
1714,8969.03555391817
24826,8153.89899939209
18834,5609.94133863917
38522,10008.8322262147
5994,5743.93654380043
35954,7405.25525033338
2,7291.57790445947
39378,4744.21059162936
4282,3916.74971392762
29106,6127.12826499877
8562,5884.66517045257
9418,3522.07820178639
25682,8738.96663338535
19690,5325.37046027579
34242,4041.94134344412
16266,4295.35268649052
22258,3632.99078084117
26538,10063.8815923458
20546,5139.99446618016
10274,4249.80360806163
30818,5932.28416912942
37666,8391.90288523159
33386,4169.74310468372
14554,12621.9822283541
858,8124.18703051342
21402,4165.23425566925
2570,9824.21167102784
11130,6757.55349412716
5138,5740.34036952653
40234,4708.31487735831
32530,5885.16104860668
36810,8009.72167749494
11986,7646.58137157274
15410,4682.63853965471
35098,7252.78837385391
29962,5330.5298688502
23114,7098.31180591793
17978,5528.83453975365
31674,5810.55135718082
28250,3878.30727351303
6850,5906.97922459952
13698,8694.69240776748
27394,4266.0089027499
7706,5948.2262963634
17122,6412.97806194966
12842,8453.20118942698
3426,4065.90574692037
4283,6240.82694952596
23971,10617.5061533571
24827,10985.059777268
1715,11261.2191752234
8563,9149.37520907395
5995,8151.34827301336
29107,10520.1397490192
38523,15543.7853015386
34243,7220.72623809008
22259,6559.45935465678
35955,10975.2831831776
3,9107.28003883661
20547,9031.17626348919
39379,4925.47681546914
16267,7563.05878635575
26539,15316.2568303718
23115,10525.0449481066
18835,8977.00048009834
25683,12472.739355043
37667,12461.6341882849
859,9474.20994169139
17123,10436.3193947778
5139,8394.15090815112
19691,8987.99947462396
9419,3691.18360295606
7707,8902.38933010601
11987,9348.47403067824
10275,6521.86881579428
35099,11241.0702036659
33387,4955.95825023018
14555,15678.3102434543
21403,4663.49503993781
2571,12996.2058631345
11131,8830.45003154215
29963,8854.64973036516
15411,5089.31560086623
28251,6837.16977384051
32531,10788.6748633006
13699,12656.47667132
36811,11005.7286793763
30819,9346.79259845539
40235,7774.62316343317
6851,8206.0778359704
12843,10796.6243068037
27395,4790.98907793109
17979,9146.76050679765
3427,3918.14420213294
31675,9993.739195722
860,7144.085223235
24828,6750.58220299396
5996,5836.81547766861
4284,3486.55723290709
26540,9282.4076549124
23972,7174.98750142653
1716,8123.59559318315
28252,3393.60065644098
4,7524.51025733217
23116,5865.94186918105
37668,7340.55706473777
16268,3675.88032432119
35956,7191.75718848757
11132,5616.56402367161
19692,4826.38613453021
5140,5207.42392635376
22260,3151.46629921062
32532,5697.92028227502
11988,7664.6664399157
30820,5089.07645494478
39380,3804.32292925139
10276,3423.36541893522
33388,3698.80484928699
14556,10305.5047012752
40236,3664.25046584277
25684,7428.11938149431
6852,5369.5367318491
17124,5414.98761194616
34244,3375.01065105271
15412,4379.64388308261
3428,3746.94487642371
20548,4998.67973926612
9420,3097.79080284964
17980,5377.68552906296
21404,3841.30775913391
35100,6129.18854155603
7708,5523.59991182182
8564,5965.64248349306
29108,5195.55652994873
2572,9818.11615212354
29964,5062.63630775682
36812,6752.31882663305
38524,9283.00782775851
27396,3954.23658298619
13700,8675.17329945786
31676,5180.32081578492
12844,7880.53911232904
18836,4998.70773411211
16269,6728.60638629549
23973,7903.08133515842
4285,6238.48341126642
11989,7791.71858171545
11133,6913.12581033655
861,7631.96562997163
23117,7624.56777072359
1717,8336.74455153641
5997,6009.6618290475
5,7265.92722961183
17125,7282.29055577612
34245,6394.91857622776
22261,6114.68554746955
21405,4182.54856536022
26541,11675.5580709428
9421,3206.16783452532
30821,6196.40630489753
10277,6415.77918825341
35101,7500.28682705186
33389,3973.39484291534
35957,7449.23462939462
5141,6200.39987167203
12845,8643.5809346872
6853,6243.19200234784
36813,7629.60990110579
20549,6553.56029505857
3429,3590.07396384966
32533,7148.20248126566
2573,10804.4639132352
8565,7317.25743305248
24829,8167.08967731496
29109,6894.2181398756
18837,6319.91178059881
25685,8685.67486318087
15413,4290.27509914482
40237,6777.38312073259
38525,11334.6127445108
7709,6439.60671782709
17981,6184.05728792451
39381,4003.27061252916
27397,4200.67704829693
29965,5814.95648824137
31677,6094.49473058745
19693,6228.34678403246
14557,12196.4533501208
28253,6282.44441445434
13701,9320.87206189231
37669,8136.56350129572
24830,5593.2704436399
34246,4734.0912376379
35102,5656.07081754865
10278,4794.84302208139
20550,4890.38046822609
5142,5266.96077124993
16270,4739.52654086658
22262,4392.81953975846
15414,5194.250459841
30822,4838.37348350203
11990,6017.01238073183
6,5779.60405301529
11134,5207.66246418422
8566,5763.01108195974
862,5915.27399928704
29966,4483.23243027449
13702,6750.55252076015
17126,5351.48895272266
26542,7210.26048954111
39382,5434.94355875545
1718,6754.41223727899
17982,4670.02037695683
33390,4956.58034395298
27398,5376.35456644745
29110,5291.34583380692
2574,7641.02030074473
19694,4610.64407873718
40238,5056.0053940006
35958,5750.54778607635
3430,4929.03421955324
28254,4682.72280300039
9422,3978.96984233565
32534,5516.41065226601
36814,5703.10688898911
18838,4808.70566455583
23118,5432.134323151
4286,4861.09547693502
14558,7538.89185148128
38526,7320.89967971382
12846,6110.17601539347
6854,5132.1723425265
25686,6246.58590671487
21406,5140.62669646036
23974,5627.75369038801
7710,5246.79852695632
37670,6249.09795722256
31678,4953.37623313759
5998,5121.68573835734
5143,6369.27829566527
22263,5567.2485356678
4287,5584.33742560143
26543,10041.0849146857
10279,5644.47699101558
24831,8682.33899729655
27399,4791.930765307
29111,7106.77160425077
18839,7061.89583307859
23975,7844.74553905654
11135,6782.74035326712
25687,8297.44469882257
19695,6277.78432859567
30823,7251.85980669032
13703,8812.11231898982
15415,5124.59634875861
33391,4567.87999630477
9423,3146.3184101812
29967,6601.98238414225
17983,6563.28882371752
14559,12283.256227805
35959,7840.24472000321
2575,9826.73317311583
8567,6970.20209618697
32535,7431.64280868545
6855,7189.53695237337
863,8489.93483912118
3431,3496.08754144675
39383,4763.40763071673
23119,7288.16461034751
21407,4791.60250029388
20551,6419.57951768663
40239,5939.29586971235
16271,6584.11293288632
7711,6828.15611419385
37671,8457.96693168762
12847,9242.45815812849
28255,5726.55549955041
31679,6812.76639338254
5999,6735.51937468606
36815,8735.73442235351
35103,7615.32366919771
17127,7203.72760593912
1719,8518.12076644041
11991,8096.22188529465
34247,5788.1807073898
7,7447.15962880204
38527,10826.466321479
33392,4682.91240072569
26544,11092.6696963272
15416,5285.708681849
23120,7669.29851164848
9424,3705.75989502365
10280,5812.2537014954
3432,4326.5772711948
22264,5893.94327086647
35960,7875.43598542139
13704,8429.22745292055
27400,4974.31295350658
24832,8638.38993357252
28256,6008.04503951454
25688,9038.84167820504
4288,5989.29883125087
2576,11094.0646475281
7712,6237.49110261745
6856,6348.79066088594
30824,6136.83892930194
5144,6072.96180173322
11136,7028.6292779854
39384,4361.73319371734
14560,14112.7298894982
21408,5042.16962378241
35104,7755.06099284616
40240,5689.96216512856
31680,6077.59352425374
864,8657.12870529391
20552,5794.83324745394
8568,6285.4071955041
23976,8155.58217991804
29968,5806.72923479131
36816,8416.91772259498
38528,11405.5786458287
17128,6434.39047139335
34248,6002.19341089315
16272,6559.77719309308
29112,6466.64548537965
8,7957.30315490677
32536,6584.58412628721
12848,8344.01896388369
11992,7983.0118278786
17984,5934.59204241067
6000,6198.55691420138
19696,5657.66781393384
18840,6076.75298042996
37672,8779.90070144583
1720,9396.67105479893
9425,3588.00547715762
23121,5754.46300915353
7713,3467.34711271729
22265,4241.00266090915
23977,5687.83839060823
13705,6045.70259693571
24833,5979.1647856014
5145,3891.20147615101
35105,5836.29104857632
3433,4536.01165299425
30825,3601.88240709152
10281,4131.60310105496
34249,4471.46168149523
28257,4631.70003810676
33393,4463.14223336232
11137,5364.71283586772
15417,5268.91333940763
865,5718.66787125201
35961,5522.41953375962
25689,6325.84385506945
27401,4917.12859346421
4289,4328.69026715168
39385,4825.69811547454
38529,7890.3595501113
20553,3584.04400033004
36817,5803.37956639564
2577,7659.73625120383
29969,3551.97107273879
32537,3738.8383147928
37673,6089.60165072819
19697,3430.07371361076
14561,8544.14519602322
21409,4780.22851210502
12849,5689.93055589261
40241,4663.80982355595
18841,3625.94423845995
31681,3555.93592413395
16273,4641.81778575165
26545,7694.59533655364
29113,4307.65734289741
17985,3644.590064775
8569,3636.68714632689
11993,5480.58964765132
1721,6363.92589634783
6857,3554.59351016094
6001,3609.80518139446
17129,4210.89623634706
9,5296.05466112874
23122,5880.25618817461
39386,3715.96952423945
35106,5686.51772721255
13706,6468.74844001488
24834,6084.81996965012
36818,5765.04595789934
8570,5097.17341293771
3434,3294.19686571107
4290,3291.39544186397
27402,3750.51030912558
26546,8062.94587025449
19698,4594.83860315426
5146,4711.67206688589
40242,3524.57503229942
2578,7537.16371315979
29970,4366.92948519623
33394,3642.10515159837
30826,4708.1772486971
15418,3967.49802822598
25690,6670.82574623357
28258,3274.98401344598
38530,7545.70103733632
9426,2789.98582751022
32538,5167.0730275155
6002,4679.31127430302
31682,4673.3782450016
37674,6195.87903299599
35962,5770.69979061088
21410,3871.78046248099
34250,3325.17188293442
22266,3213.20142661227
17130,5445.74514139608
29114,4977.58552666899
866,5805.01552418915
16274,3467.61334946784
7714,4761.86127388324
14562,9690.58269262787
10282,3302.08691064203
18842,4629.39135691954
17986,4662.97569051413
6858,4742.03588528286
1722,6601.58269241401
11138,5287.19563456217
23978,6105.59530879736
20554,4831.23738103526
10,5687.32652043336
11994,5932.08695403852
12850,6098.52788685361
3435,3620.52394843596
8571,5785.16853264592
33395,4002.79778430754
32539,6020.87079409614
5147,5996.83189847505
30827,5462.89794346677
2579,9293.83719017436
25691,7540.02768748791
19699,5074.75832092924
7715,5674.8212544349
22267,5565.06866316071
35107,7342.38742526334
16275,6487.74680041074
867,7061.95001986679
23123,7216.19854900832
9427,2914.95614389983
28259,5814.73712511116
10283,5379.85650001435
29115,6520.67627086965
4291,5515.9562420529
21411,4137.04363356351
34251,5912.37024213811
11139,6745.03375264942
17131,6684.90727881037
36819,7083.87340023076
26547,9630.44868277013
18843,5398.57764716639
13707,7461.54930171136
39387,3779.19587473138
37675,7339.6179668705
11995,6940.6911339388
6003,5595.33620450742
14563,12982.7736149235
23979,7156.42015768413
40243,5693.93359426431
20555,5337.3012622297
35963,7016.50096679166
29971,5281.64516538896
15419,4531.5308018108
6859,5633.66951014061
38531,9668.70445461596
12851,7176.46477922124
27403,4241.92422873672
17987,5583.07656789977
24835,7335.46962631509
11,6829.09373562412
1723,7652.10450682273
31683,5473.27000510747
8572,7747.64420309957
22268,5228.49539326036
23124,7770.09234053449
33396,4279.95285268531
40244,5573.4829261529
3436,3836.59092521449
7716,6959.13795211676
13708,9554.03360617408
5148,6768.05656032193
28260,5470.72857578952
2580,11460.5813382241
29972,6236.23714644068
9428,3437.21601029704
20556,6673.01291076918
36820,8537.27143551327
35964,8196.28999296512
23980,8061.1491665601
15420,4527.66130030196
6860,7007.07371876657
32540,7594.61256612801
19700,6395.25009553341
39388,4012.16406719877
35108,8170.15085533373
10284,5435.56734532435
29116,7231.84735277508
16276,5704.50087064597
12,8182.65516748722
21412,4380.88556508709
4292,5430.05249279058
11140,7551.32068895399
17132,7245.91009967135
12852,9089.14918473596
26548,11038.0887524927
868,8767.47174891013
30828,6798.28310024758
27404,4399.60508516134
24836,8451.02994601512
31684,6913.74804910232
6004,6885.33808738194
34252,5553.90937017821
14564,11461.178570133
18844,6720.93144746132
37676,8902.09117147894
38532,11447.7296440324
17988,6463.78079593364
1724,9559.44060285232
11996,8339.21392760755
25692,8896.76436661418
21413,3347.95818119246
24837,7943.47956047589
3437,3064.71596019464
9429,2744.43235950478
23981,7760.05713540947
35109,7157.17264652026
39389,3129.09535701986
4293,4359.93014524414
7717,6193.27068316338
34253,4492.48858356393
15421,3990.03306480843
22269,4171.91181274657
28261,4330.76507425539
26549,10712.6961003246
13709,7960.35118147137
36821,7283.97978821898
23125,7419.87711325581
16277,4942.54552670469
29117,6517.38705634532
40245,4402.86981169135
14565,10980.0475215534
35965,7113.06615185903
11141,6983.80266123453
17133,7372.5937981307
8573,6542.2238289812
32541,6346.05197750138
5149,6049.85278556711
30829,5965.82752666938
20557,6050.29473710087
37677,7690.74551973096
10285,4458.07002213103
11997,7469.11696224898
25693,8485.12462689774
12853,7635.83783131758
29973,5573.11711032712
2581,9896.28615578674
19701,6026.20575189178
27405,3452.1992985273
6861,6047.10800697747
38533,10087.5594173001
33397,3225.72234148075
13,7076.29999792887
1725,8212.5764527895
869,7407.40025725382
31685,5675.86184894064
17989,6346.21304586023
6005,6028.41438655961
18845,6199.65988651514
5150,7029.07628284541
3438,5008.77860663131
13710,9407.92855041729
39390,4794.20229094001
35110,7976.70969887151
2582,10761.722250831
23982,9157.14451273762
8574,8804.53212195529
36822,8753.89469485104
23126,7897.20801571598
26550,10960.1251268917
30830,7878.72049995188
14566,11093.083435885
29974,8046.43909634229
21414,5307.55666488696
4294,5699.62333187783
11142,7338.51848261178
22270,5662.12151585052
28262,5879.486890469
32542,8860.85300258623
19702,7369.32220114025
38534,11367.6728483927
24838,8854.95596920853
10286,5400.02211435209
29118,7782.53050645499
1726,9437.66157467301
20558,8242.91348462903
16278,6160.38866964599
40246,5678.89005020001
34254,5593.84281177284
25694,9363.1356377581
15422,5450.2669175927
12854,8888.24193160689
14,8899.85047236393
18846,7652.79724829864
870,8559.23382374605
9430,3513.89347259625
33398,4608.17403610933
6006,8324.71502797781
37678,9125.94684840197
11998,8926.23380752362
6862,7876.00189375415
35966,9035.44707832868
7718,7773.56433826087
