"Id","Sales"
1,4212.08
24825,4636.65
5993,3581.59
37665,4962.62
18833,3677.3
12841,5310.57
19689,3447.29
857,4384.13
15409,4849.28
38521,5564.94
13697,5228.69
7705,3692.58
39377,5154.08
20545,3657
1713,4762.72
16265,4450.7
33385,4474.31
27393,4626.55
2569,5175.31
40233,4856.95
21401,4334.29
35953,4529.9
34241,4120.6
3425,4392.52
22257,3931.14
9417,3944.82
30817,3663.47
10273,4354.15
35097,4464.63
23113,4355.08
4281,4193.12
14553,5687.7
8561,3971.39
29961,3364.02
25681,4930.25
5137,3653.47
23969,4502.08
36809,4792.43
17977,3600.59
26537,5431.93
11985,4723.13
6849,3710.48
17121,3984.67
29105,3938.58
32529,4034.33
11129,4558.73
31673,3610.61
28249,4271.58
23970,7563.27
1714,8991.35
24826,8118.25
18834,5533.5
38522,9897.88
5994,5655.26
35954,7611.1
2,7340.72
39378,4633.68
4282,3816.83
29106,6042.71
8562,5862.79
9418,3525.38
25682,8716.54
19690,5321.92
34242,3957.03
16266,4359.56
22258,3552.51
26538,9986.91
20546,5035.49
10274,4094.57
30818,5846.07
37666,8405.18
33386,4051.73
14554,12465.2
858,8111.54
21402,3813.45
2570,9780.69
11130,7318.58
5138,5718.22
40234,4679.97
32530,5917.97
36810,8117.21
11986,7786.38
15410,4442.05
35098,7424.21
29962,5206.23
23114,7155.51
17978,5515.43
31674,5798.59
28250,3693.93
6850,5823.15
13698,8738.22
27394,3894.95
7706,5915.52
17122,6268.38
12842,8459.65
3426,3822.59
4283,6223.36
23971,10433
24827,10741.6
1715,11223.1
8563,8942.19
5995,7963.04
29107,10281.1
38523,14957.6
34243,7306.44
22259,6560.22
35955,10696.7
3,9008.13
20547,8692.85
39379,4981.78
16267,7617.14
26539,14562.4
23115,10476.5
18835,9113.39
25683,12268
37667,12250.2
859,9361.12
17123,10393.1
5139,8287.08
19691,8985.38
9419,3566.45
7707,8736.92
11987,9539.04
10275,6299.93
35099,11030.9
33387,4723.04
14555,15307.1
21403,4419.23
2571,12638.8
11131,9350.9
29963,8579.88
15411,4833.08
28251,6846.97
32531,10381
13699,12598.6
36811,10810.1
30819,9376.72
40235,7824.75
6851,8099.56
12843,10659.8
27395,4596.09
17979,9218.24
3427,3795.45
31675,9936.2
860,7008.44
24828,6771.26
5996,5782.6
4284,3429.66
26540,9118.57
23972,7365.16
1716,8057.42
28252,3324.69
4,7413.39
23116,6066.07
37668,7410.03
16268,3832.2
35956,7203.69
11132,6178.47
19692,4820.13
5140,5229.04
22260,3157.21
32532,5643.25
11988,7706.07
30820,5090.54
39380,3988.02
10276,3385.47
33388,3721.81
14556,10172.6
40236,3711.28
25684,7522.45
6852,5270.62
17124,5352.61
34244,3339.77
15412,4384.18
3428,3672.57
20548,4841.54
9420,3310.62
17980,5513.65
21404,3760.73
35100,6218.02
7708,5394.73
8564,5822.39
29108,5190.61
2572,9557.64
29964,5065.53
36812,6774.17
38524,9165.16
27396,3833.34
13700,8637.02
31676,5195.05
12844,7855.18
18836,5039.24
16269,6766.71
23973,7889.68
4285,6206.76
11989,7915.98
11133,7498.81
861,7578.7
23117,7557.31
1717,8387.16
5997,6054.31
5,7232.11
17125,7020.18
34245,6307.57
22261,6019.49
21405,4142.53
26541,11400.7
9421,3706.18
30821,6216.34
10277,6235.28
35101,7491.87
33389,4203.56
35957,7505.51
5141,6133.91
12845,8685.22
6853,6233.77
36813,7625.46
20549,6326.23
3429,3902.1
32533,7074.4
2573,10715.7
8565,7240.38
24829,8047.35
29109,6736.7
18837,6255.9
25685,8724.17
15413,4334.37
40237,6585.39
38525,11292.1
7709,6324.79
17981,6264.59
39381,4413.57
27397,4276.99
29965,5657.26
31677,6115.94
19693,6120.35
14557,11437.7
28253,6393.1
13701,9311.14
37669,8240.84
24830,5600.11
34246,4694.97
35102,5734.45
10278,4705.35
20550,4776.66
5142,5216
16270,4845.96
22262,4370.7
15414,4944.92
30822,4867.09
11990,6066.69
6,5704.6
11134,5672.61
8566,5687.99
862,5861.59
29966,4479.96
13702,6639.87
17126,5309.89
26542,7263.82
39382,5149.14
1718,6685.73
17982,4791.84
33390,4805.21
27398,4928.58
29110,5308.06
2574,7714.8
19694,4660.27
40238,5009.79
35958,5735.05
3430,4823.85
28254,4661.99
9422,4278.04
32534,5521.35
36814,5672.53
18838,4861.15
23118,5550.1
4286,4778.13
14558,7450.79
38526,7334.24
12846,6167.41
6854,5090.04
25686,6226.81
21406,4670.11
23974,5654.73
7710,5174.05
37670,6208.91
31678,4972.96
5998,5079.35
5143,6419.23
22263,5596.38
4287,5611.98
26543,9904.76
10279,5645.28
24831,8765.46
27399,4926.09
29111,6983.61
18839,7124.63
23975,7920.85
11135,7406.3
25687,8360.56
19695,6464.39
30823,7167.49
13703,8944.99
15415,5153.45
33391,4628.9
9423,3501.03
29967,6376.05
17983,6763.5
14559,11820.3
35959,7959.75
2575,9680.11
8567,6895.11
32535,7377.97
6855,7126.13
863,8540.86
3431,3825.11
39383,4850.67
23119,7444.42
21407,4903.12
20551,6378.06
40239,6179.39
16271,6695.3
7711,6787.29
37671,8661.16
12847,9105.1
28255,5877.59
31679,6948.69
5999,6686.59
36815,8906.76
35103,7733.71
17127,7100.11
1719,8529.91
11991,8120.58
34247,5789.25
7,7477.49
38527,10658.7
33392,5399.95
26544,11001.7
15416,5825.74
23120,7740.31
9424,4594.53
10280,5738.44
3432,5227.73
22264,5964.65
35960,8075.65
13704,8684.23
27400,5684.6
24832,8596.57
28256,6246.88
25688,9046.49
4288,6003.34
2576,11033
7712,6193.87
6856,6329.35
30824,6163.04
5144,6024.91
11136,7589.56
39384,5189.94
14560,13302.7
21408,5637.11
35104,7880.14
40240,5956.46
31680,6181.16
864,8624.19
20552,5806.3
8568,6205.51
23976,8198.06
29968,5727.82
36816,8557.46
38528,11471.3
17128,6425.86
34248,6027.25
16272,6757.73
29112,6417.89
8,7970.46
32536,6550.8
12848,8362.67
11992,8022.8
17984,6090.73
6000,6137.95
19696,5837.86
18840,6199.43
37672,8939.26
1720,9430.31
9425,4084.7
23121,5926.18
7713,3467.38
22265,4242.76
23977,5789.55
13705,6211.07
24833,6108.24
5145,3783.18
35105,6082.49
3433,4886.36
30825,3582.02
10281,4183.75
34249,4469.78
28257,4620.46
33393,4951.38
11137,5696.87
15417,5395.34
865,5794.6
35961,5686.45
25689,6450.64
27401,5125.97
4289,4343.86
39385,5336.97
38529,7971.11
20553,3483.5
36817,5987.97
2577,7582.33
29969,3600.54
32537,3847.06
37673,6229.78
19697,3498.32
14561,8327.91
21409,4994.52
12849,5976.59
40241,4733.7
18841,3615.56
31681,3586.26
16273,4676.82
26545,7728.94
29113,4214.78
17985,3668.93
8569,3765.38
11993,5576.66
1721,6331.32
6857,3509.51
6001,3592.24
17129,4094.48
9,5333.57
23122,5898.14
39386,3853.94
35106,5736.33
13706,6477.82
24834,6032.1
36818,5810.73
8570,5073.36
3434,3529.14
4290,3348.27
27402,3774.9
26546,7936.34
19698,4596.62
5146,4770.12
40242,3662.56
2578,7540.79
29970,4335.85
33394,3712.73
30826,4795.8
15418,3837.44
25690,6684.94
28258,3322.76
38530,7552.06
9426,3097.43
32538,5152.85
6002,4708.54
31682,4733.09
37674,6239.8
35962,5782.81
21410,3765.73
34250,3330.84
22266,3235.69
17130,5320.61
29114,5045.67
866,5769.93
16274,3546.9
7714,4826.13
14562,9492.69
10282,3325.41
18842,4698.85
17986,4677.77
6858,4755.98
1722,6602.57
11138,5814.24
23978,6019.23
20554,4669.31
10,5678.13
11994,6010.12
12850,6126.81
3435,4424.64
8571,5769.69
33395,4930.73
32539,6063.57
5147,5985.67
30827,5482.21
2579,9231.59
25691,7575.29
19699,5188.25
7715,5578.74
22267,5565.29
35107,7428.16
16275,6677.82
867,7007.58
23123,7324.12
9427,3868.96
28259,5923.36
10283,5356.15
29115,6456.78
4291,5549.13
21411,4834.42
34251,5927.17
11139,6910.23
17131,6618.96
36819,7207.44
26547,9664.23
18843,5551.25
13707,7461.98
39387,4866.46
37675,7395.78
11995,7164.1
6003,5590.83
14563,12573.8
23979,7264.05
40243,5962.99
20555,5262.02
35963,7247.04
29971,5381.94
15419,5597.8
6859,5572.24
38531,9673.86
12851,7154.81
27403,4990.59
17987,5787.38
24835,7368.61
11,6861.44
1723,7561.15
31683,5491.74
8572,7729.3
22268,5177.54
23124,7729.19
33396,4595.47
40244,5627.8
3436,4278.68
7716,6932.87
13708,9407.08
5148,6619.47
28260,5520.8
2580,11309.1
29972,6141.55
9428,3973.55
20556,6426.36
36820,8455.01
35964,8198.48
23980,8022.81
15420,4604.24
6860,6877.98
32540,7533.96
19700,6394.05
39388,4604.16
35108,8122.51
10284,5300.63
29116,7031.65
16276,5695.7
12,8073
21412,4490.39
4292,5413.66
11140,7931.48
17132,7054
12852,9082.95
26548,10817.4
868,8640.12
30828,6750.67
27404,4632.79
24836,8323.95
31684,6918.11
6004,6811.81
34252,5502.19
14564,11054.7
18844,6639.4
37676,8821.48
38532,11213.4
17988,6547.14
1724,9449.24
11996,8329.23
25692,8796.89
21413,3463.93
24837,7849.82
3437,3468.81
9429,3234.9
23981,7661.54
35109,7201.35
39389,3584.52
4293,4349.29
7717,6210.2
34253,4461.85
15421,4317.74
22269,4114.59
28261,4400.9
26549,10618.1
13709,7861.58
36821,7376.49
23125,7484.04
16277,5083.8
29117,6362.8
40245,4615.26
14565,10921
35965,7245.95
11141,7427.45
17133,7310.49
8573,6477.63
32541,6278.03
5149,5945.75
30829,5993.09
20557,5852.47
37677,7780.01
10285,4470.67
11997,7670.52
25693,8395.92
12853,7934.9
29973,5474.11
2581,9868.77
19701,5898.8
27405,3673.83
6861,6064.76
38533,10032.4
33397,3604.81
13,7078.47
1725,8150.89
869,7407.74
31685,5782.63
17989,6353.4
6005,6016.82
18845,6126.03
5150,7102.41
3438,5909.84
13710,9167.31
39390,5710.04
35110,7903.84
2582,10668.8
23982,9366.74
8574,8985.81
36822,8598.79
23126,7990.5
26550,10895.9
30830,7902.52
14566,11035.5
29974,8134.27
21414,5916
4294,5826.05
11142,7672.82
22270,5759.71
28262,5910.91
32542,8830.66
19702,7633.17
38534,10787.3
